,avg_satisfaction,avg_income,happyScore,GDP
0,0.4,0.059504724730904415,0.31823925863521463,0.4861843847062851
1,0.29999999999999993,0.034206196593086255,0.25147430497051393,0.47944931260937235
2,0.7666666666666665,0.25491582288453124,0.7866470092670595,0.670414113301606
3,0.7833333333333333,0.7373918829398352,0.91849199663016,0.8536235721065989
4,0.85,0.755352479041383,0.9361836562763267,0.8512666197428663
5,0.5499999999999999,0.10967537499421602,0.49978938500421244,0.6512872834348222
6,0.4666666666666667,0.027039295539781395,0.3906908171861836,0.24682134301082911
7,0.7833333333333333,0.6480287800629417,0.8631002527379948,0.8346323477182765
8,0.31666666666666676,0.01163479262200454,0.15754001684919972,0.15679867752371485
9,0.35,0.18672600426523156,0.2904380791912383,0.6437127488521965
10,0.06666666666666665,0.0,0.013900589721988155,0.0
11,0.08333333333333337,0.016250286271893576,0.10551811288963764,0.17522165038324697
12,0.6333333333333332,0.1332647647474687,0.6425863521482728,0.430082461045712
13,0.7333333333333333,0.19502042121651056,0.8727885425442289,0.6237464564996998
14,0.3666666666666667,0.11370046031934762,0.3144481887110361,0.6316955204990282
15,0.5,0.1905961985175102,0.6263689974726198,0.6564725786350342
16,0.9166666666666666,0.7660430869218112,0.9663016006739676,0.8465591724191373
17,0.9166666666666666,0.8913588157783501,1.0,0.8919030614551114
18,0.7166666666666667,0.27275576014193226,0.8068660488626788,0.7050516269428715
19,0.23333333333333328,0.03583216237634665,0.29759898904802007,0.2629454801402548
20,0.6166666666666666,0.08203094439141793,0.4846251053074978,0.5649065936549552
21,0.9,0.15795698637718134,0.7662173546756529,0.5833037368995423
22,0.9999999999999999,0.24711972565797302,0.9239679865206402,0.6073059065871976
23,0.7666666666666665,0.38739981948031177,0.600252737994945,0.7702584898715623
24,0.6833333333333332,0.3458896627585306,0.7721145745577084,0.7514351579803824
25,0.7833333333333333,0.7307115220800803,0.8237152485256948,0.8476117292281466
26,0.5333333333333333,0.050854774195173286,0.32224094355518096,0.27440737177210534
27,0.9833333333333333,0.6608367749413838,0.9873631002527378,0.8460361227165007
28,0.8333333333333334,0.1506431526398808,0.43091828138163424,0.5682967306164884
29,0.7166666666666667,0.12740532657383485,0.6604886267902274,0.5480527699033328
30,0.6166666666666666,0.28637322357673817,0.5454928390901427,0.7338451902028271
31,0.7499999999999999,0.5181735062464381,0.7350463352990732,0.7844518632838482
32,0.2833333333333333,0.018658777374475268,0.3523588879528221,0.11328223374510046
33,0.9,0.6535615152173645,0.9618786857624263,0.8232866893536785
34,0.65,0.6842765544218663,0.7868576242628474,0.81523430689457
35,0.2833333333333333,0.07606895828659754,0.22262005054759892,0.6747599460161049
36,0.7666666666666665,0.6453362135263252,0.848357203032856,0.8078664092315044
37,0.29999999999999993,0.054057765389095166,0.30707666385846655,0.46919495547620127
38,0.4833333333333334,0.03921061001245832,0.3778433024431339,0.3424232053260667
39,0.6666666666666666,0.4269794346957435,0.42502106149957875,0.7353433078696381
40,0.7499999999999999,0.09791562822940565,0.41048862679022735,0.374542331510193
41,0.5833333333333334,0.2833022802764376,0.6149957877000841,0.6891599563479509
42,0.5,0.24721410390068316,0.41301600673967964,0.7139563866951655
43,0.6,0.037832497347987035,0.5391743892165121,0.5249675515462254
44,0.8333333333333334,0.6280855131485925,0.8637320977253579,0.8528034818320948
45,0.7999999999999999,0.3933072218223039,0.9349199663016005,0.7834574231084652
46,0.5,0.030651563615618407,0.3635214827295703,0.4066162558681657
47,0.5499999999999999,0.18126785111479596,0.389005897219882,0.6415430611968153
48,0.9333333333333332,0.7128424939363074,0.9945240101095195,0.8310807756633368
49,0.6833333333333332,0.5804399127741986,0.6548020219039595,0.7980317833411898
50,0.65,0.5454998058329765,0.6630160067396796,0.8106882946642474
51,0.20000000000000007,0.035916506422740566,0.332771693344566,0.22562814394844413
52,0.5499999999999999,0.04997228556160736,0.5153748946925022,0.296381916686577
53,0.4,0.05060018012920649,0.20640269587194604,0.28740612549318423
54,0.5333333333333333,0.08020984932622244,0.5791912384161751,0.5076681669368014
55,0.6666666666666666,0.11644997210333681,0.6352148272957033,0.7149895712929661
56,0.6166666666666666,0.035879020179898816,0.42902274641954496,0.37153318136909885
57,0.43333333333333324,0.07752623597707013,0.3016006739679864,0.5294683619503943
58,0.31666666666666676,0.0031301012772851494,0.3647851727042968,0.036096886885658756
59,0.45000000000000007,0.01311081343389799,0.4336562763268744,0.23256339556118072
60,0.5499999999999999,0.24273435588775133,0.6305812973883737,0.7309329011177766
61,0.8666666666666666,0.9999999999999999,0.8649957877000843,1.0000000000000002
62,0.5,0.24014709516495086,0.47577927548441445,0.708906696973415
63,0.4666666666666667,0.08949840478465032,0.45787700084245986,0.4646037414197248
64,0.4666666666666667,0.09779223601338492,0.6423757371524849,0.3739999095963477
65,0.20000000000000007,5.1543583907381896e-05,0.17733782645324347,0.12458914768728087
66,0.3666666666666667,0.01290229620809082,0.24347093513058127,0.15849051730261338
67,0.5333333333333333,0.10187355070277919,0.4286015164279694,0.5249158923163354
68,0.4,0.052705657435484124,0.3363521482729569,0.28333150373560806
69,0.5666666666666668,0.1385280675314665,0.5556023588879527,0.640774630152201
70,0.9666666666666667,0.13960189219620378,0.9157540016849198,0.6491240531831772
71,0.6833333333333332,0.26216706798423,0.6173125526537487,0.7164876889597769
72,0.21666666666666667,0.005538592379866841,0.4490311710193765,0.04376828252432828
73,0.21666666666666667,0.005682289644093504,0.2118786857624263,0.03493455421313308
74,0.4666666666666667,0.013176414358871031,0.5115838247683234,0.41266038576529923
75,0.7666666666666665,0.07209541654537331,0.6295282224094351,0.37320564893678854
76,0.85,0.6896513955132482,0.9559814658803704,0.8485932545960572
77,0.9166666666666666,0.8319146157103672,0.9863100252737994,0.9322553774029615
78,0.4666666666666667,0.03339555659163365,0.35278011794439723,0.22256733457745984
79,0.8833333333333332,0.22169520209282564,0.8312973883740521,0.6768844318453324
80,0.6666666666666666,0.14603182412808527,0.6286857624262846,0.5714091992173627
81,0.7499999999999999,0.06449133218492666,0.470513900589722,0.44557377260898484
82,0.5833333333333334,0.03479098198141736,0.49599831508003367,0.37461336295129183
83,0.7166666666666667,0.234663328921005,0.6217354675652905,0.7169332498175784
84,0.5499999999999999,0.3674430809474413,0.47662173546756514,0.7391208890553465
85,0.7166666666666667,0.17047025124959025,0.6400589721988202,0.48078599518277687
86,0.5833333333333334,0.10157483220513408,0.4812552653748946,0.6639179651429347
87,0.5166666666666666,0.15841953983796067,0.4810446503791065,0.584543558416903
88,0.5166666666666666,0.2762390521134919,0.6059393428812131,0.7247402509347093
89,0.4,0.014589958099361578,0.13184498736310024,0.13352619445825617
90,0.8833333333333332,0.6427279910361022,0.9530328559393427,0.8500590852441868
91,0.7499999999999999,0.4530323734707516,0.6337405223251894,0.7553096002221348
92,0.6333333333333332,0.28948426634354,0.6647009267059812,0.7449325524179748
93,0.16666666666666663,0.01082415262055195,0.35130581297388364,0.2033694732695773
94,0.33333333333333337,0.02195288096419302,0.22430497051390053,0.225802493849323
95,0.7000000000000001,0.11081922604315068,0.6931339511373208,0.4838145175350799
96,0.4833333333333334,0.023616332990295166,0.17438921651221562,0.21091817823725797
97,0.01666666666666672,0.014193228695953183,0.0,0.12487327345167605
98,0.7166666666666667,0.16476843752068332,0.7615838247683234,0.6144865395419118
99,0.43333333333333324,0.03608636596061718,0.410067396798652,0.2422624159730339
100,0.5,0.10458661752845001,0.40016849199663007,0.559101387696063
101,0.5833333333333334,0.18234662188101933,0.5250631844987365,0.6752377938925876
102,0.0,0.014390031470872307,0.1983993260320135,0.17428532684149015
103,0.43333333333333324,0.1388865297286406,0.3879528222409435,0.5061119326363642
104,0.33333333333333337,0.02161706670540244,0.22999157540016846,0.12638430592595945
105,0.7999999999999999,0.8806971035434457,0.9014321819713561,0.8906115807078606
106,0.7499999999999999,0.2722250955167039,0.7679022746419545,0.6756768973466529
107,0.6,0.06476217028945822,0.530960404380792,0.3983314068745521
108,0.6333333333333332,0.12950091167714037,0.3797388374052233,0.584517728801958
109,0.41666666666666663,0.014989811356340126,0.48230834035383296,0.29386352922943804
110,0.2666666666666666,0.04668911545938512,0.3729991575400168,0.16511581353600976
